ASN,name,domains
AS13331,AS13331 MetaPeer,383
AS25109,AS25109 HUK-COBURG VVaG,383
AS11939,"AS11939 The MathWorks, Inc. ",383
AS49974,AS49974 Bo data ApS,383
AS22070,"AS22070 Blue Ridge Websoft, LLC ",383
AS10838,AS10838 Charter Communications Inc,382
AS10617,AS10617 SION S.A,382
AS48341,AS48341 Proveedores de Presencia en Internet S.L.,382
AS36992,AS36992 ETISALAT MISR,382
AS3573,AS3573 Accenture LLP,382
AS200628,AS200628 BGO Cloud OOD,382
AS8821,AS8821 WWZ Telekom AG,382
AS10148,"AS10148 The University of Melbourne, Melbourne, Victoria ",381
AS7954,"AS7954 Immense Networks, LLC ",381
AS22571,"AS22571 DataBank Holdings, Ltd. ",381
AS34949,AS34949 IDLINE SAS,381
AS14858,"AS14858 Hanson Information Systems, Inc. / Family Net ",381
AS12849,AS12849 Hot-Net internet services Ltd.,380
AS21032,AS21032 TELTA Citynetz GmbH,380
AS49100,AS49100 Pishgaman Toseeh Ertebatat Company (Private Joint Stock),380
AS20394,AS20394 Rainier Connect,380
AS46727,AS46727 FES,380
AS16030,"AS16030 Alta Tecnologia en Comunicacions, S.L ",380
AS11327,"AS11327 NCI Group, Inc. ",379
AS17504,"AS17504 NRI Netcom, Ltd. ",379
AS205700,AS205700 IT Suedwestfalen AG,379
AS203612,AS203612 IDS & UNITELM SRL,379
AS397973,"AS397973 CDS GLOBAL, INC. ",379
AS205147,AS205147 OPTIMA FIBRE SARL,379
AS57929,AS57929 Octanio Sistemas Informaticos SL,379
AS12365,AS12365 JC LLC Sarkor-Telecom,378
AS2637,AS2637 Georgia Institute of Technology,378
AS41955,AS41955 SerNet Service Network GmbH,378
AS11106,"AS11106 Wolfram Research, Inc. ",378
AS56035,AS56035 RESEAU-AU,378
AS57391,AS57391 Laser Company Ltd,378
AS138156,"AS138156 CSNE Co., Ltd. ",377
AS202024,AS202024 Telecommunication Regulatory Authority,377
AS12346,AS12346 Maria Curie-Sklodowska University,377
AS205461,AS205461 Pole emploi,377
AS59821,AS59821 HyperOps UAB,377
AS5463,AS5463 Perceval S.A.,377
AS50881,"AS50881 ESET, spol. s r.o. ",377
AS8375,AS8375 KDDI Deutschland GmbH,377
AS8614,AS8614 ITC Institutul Pentru Tehnica De Calcul SA,377
AS11114,AS11114 Wintek Corporation,377
AS197889,AS197889 Microsystem-Kecskemet Kft,376
AS132046,"AS132046 3705 West of ayala, 252 Sen Gil Puyat Avenue ",376
AS22709,AS22709 North State Telephone Co.,376
AS11123,"AS11123 Ultimate Internet Access, Inc ",376
AS15517,AS15517 Netstream AG,376
AS27443,AS27443 LifeGrid Internet,376
AS204779,AS204779 Local Loop Oy,376
AS3359,AS3359 University of Alberta,376
AS206428,AS206428 MEGADATA LLC,376
AS55836,AS55836 Reliance Jio Infocomm Limited,376
AS25428,AS25428 Colruyt Group Services NV,376
AS11440,"AS11440 Netsville, Inc. ",375
AS18015,AS18015 Fastcom Limited,375
AS42848,AS42848 European Commission,375
AS23720,"AS23720 Rakuten Mobile Network, Inc. ",375
AS206596,AS206596 Computer Research Center of Islamic Sciences,375
AS58321,AS58321 Oxylion S. A.,375
AS22394,AS22394 Cellco Partnership DBA Verizon Wireless,375
AS13894,AS13894 SECUREWEBS INC,375
AS42621,AS42621 LPOnet Osk Anl,375
AS21192,AS21192 dpa Deutsche Presse-Agentur GmbH,375
AS270765,AS270765 VIVA PIXEL AGENCIA DIGITAL,375
AS18018,AS18018 Gamebuilders Inc.,375
AS16141,AS16141 Net Bull Srl,375
AS4307,AS4307 SOUTH VALLEY INTERNET,374
AS196689,AS196689 Digicube sas,374
AS207787,AS207787 Daily Yazilim Telekomunikasyon San ve Tic LTD STI,374
AS31960,AS31960 Eduardo Mondlane University,374
AS133449,AS133449 VASTNET LLP,373
AS31642,AS31642 Varnamo Energi AB,373
AS132881,AS132881 OmniNet Ltd,373
AS49071,AS49071 Schweizerische Radio- und Fernsehgesellschaft,373
AS33922,AS33922 UAB Nacionalinis Telekomunikaciju Tinklas,373
AS49037,AS49037 Mikhail Mayorov,373
AS39247,"AS39247 LvivNet, Ltd. ",373
AS45595,AS45595 Pakistan Telecom Company Limited,373
AS199216,AS199216 Compass-Verlag GmbH,372
AS18400,AS18400 Xtreme Networks Limited,372
AS29529,AS29529 iTecom bvba,372
AS56201,"AS56201 Zoho Corporation Pvt. Ltd, ",372
AS51664,AS51664 Bilendi Technology SARL,372
AS204642,AS204642 Adecco IT Services SAS,372
AS12315,AS12315 Quality Service Provider BV,372
AS48574,"AS48574 Planet A, a.s. ",372
AS398143,AS398143 Great Lakes Energy Connections Inc.,372
AS33365,AS33365 Cincinnati Financial Corporation,371
AS54427,"AS54427 Network Tallahassee, Inc. ",371
AS823,AS823 The University of Western Ontario,371
AS54519,"AS54519 TEAM Madison Partners, LLC. ",371
AS48135,AS48135 Leonardo S.p.A.,371
AS47328,AS47328 True Records Inc.,371
AS60893,AS60893 Art of Automation B.V.,371
AS45267,AS45267 Lightwire LTD,371
AS11996,"AS11996 Lobo Internet Services, Ltd ",371
AS29649,AS29649 Limes sp. z o.o.,371
AS1128,AS1128 SURFnet bv,371
AS62731,AS62731 247RACK.com,371
AS14099,AS14099 On-Call Solutions,371
AS35754,AS35754 IMC AS,370
AS40459,AS40459 Saddleback Communications,370
AS35378,AS35378 Sat Film Sp. z o.o. i Wspolnicy Sp. k.,370
AS11522,AS11522 Greater Sudbury Telecommunications Inc.,370
AS30851,AS30851 Sileman Sp. z o.o.,370
AS11452,AS11452 Mount Sinai School of Medicine,370
AS42311,AS42311 Patrick Gaertke,370
AS43200,AS43200 PC Support AS,370
AS23089,AS23089 Hotwire Communications,369
AS51817,AS51817 Lonza AG,369
AS24713,AS24713 CGI Suomi Oy,369
AS36925,AS36925 MEDITELECOM,369
AS18462,AS18462 Tilted Planet Ltd,369
AS54185,AS54185 PRIMARY RESIDENTIAL MORTGAGE,369
AS197883,AS197883 Serinya Telecom,368
AS18225,AS18225 Softcell AS Number,368
AS34602,AS34602 MEGASVYAZ LLC,368
AS16003,AS16003 PROSERVERS B.V.,368
AS206266,AS206266 HanseMerkur Krankenversicherung AG,368
AS12539,"AS12539 Penki Kontinentai, Ltd. ",368
AS9644,AS9644 SK Telecom,368
AS47815,AS47815 Server-Ware GmbH,368
AS28728,AS28728 Infornax Society,368
AS16695,"AS16695 CXP Capital, LLC ",367
AS62756,"AS62756 HostRocket.com, Inc. ",367
AS5738,AS5738 First Light Fiber,367
AS14288,AS14288 MPInet,367
AS41998,AS41998 NetCom BW GmbH,367
AS40805,"AS40805 JMF Solutions, Inc ",367
AS12683,AS12683 PJSC Rostelecom,367
AS42464,AS42464 DER Touristik Immobilien GmbH,367
AS30337,AS30337 Deloitte Services LP,366
AS48885,AS48885 Neocarrier Communications Sarl,366
AS4434,AS4434 PT Rahajasa Media Internet,366
AS24786,AS24786 ProSiebenSat.1 Tech Solutions GmbH,366
AS9558,AS9558 PrimeCrown Technologies Private Limited,366
AS34318,AS34318 Flashnet GmbH,366
AS8649,AS8649 ZeXoTeK IT-Services GmbH,365
AS29008,AS29008 FAN Media GmbH,365
AS136620,AS136620 VMHaus Limited,365
AS18827,AS18827 Forbin,365
AS19261,"AS19261 aspStation, Inc. ",365
AS395512,AS395512 GLOBALHOSTINGSOLUTIONS INC,365
AS203193,AS203193 Alpha Domein Development LTD,365
AS14059,"AS14059 Weblications, LLC ",365
AS42416,AS42416 Comnet Internetional BV,365
AS40727,AS40727 TELENET Informatique Inc.,365
AS32354,AS32354 Unwired,365
AS13716,AS13716 Alight Solutions LLC,365
AS57243,AS57243 BB-ONE.net Limited,365
AS32908,"AS32908 Trimble, Inc. ",365
AS42841,AS42841 ANTIK Telecom s.r.o,364
AS35434,AS35434 PirxNet Grzegorz Bialas,364
AS7068,AS7068 Pfizer Inc.,364
AS43588,AS43588 IM Level 7 SRL,364
AS41717,AS41717 Telfly Technology Limited,364
AS9310,AS9310 MYREPUBLIC PTY LTD,364
AS16967,AS16967 AT&T Corp.,364
AS29497,AS29497 MTS PJSC,364
AS57878,AS57878 Prager Connect GmbH,364
AS2687,"AS2687 AT&T Global Network Services, LLC ",364
AS27008,AS27008 BendTel,363
AS26241,AS26241 3z.net,363
AS58074,AS58074 IPv4 Management SRL,363
AS52088,AS52088 portrix Systems GmbH,363
AS15632,"AS15632 JSC ""Alfa-Bank"" ",363
AS1237,AS1237 KISTI,363
AS20692,AS20692 Matthias Rojahn,363
AS12418,AS12418 Quantum CJSC,363
AS17033,AS17033 CSL Behring L.L.C,363
AS28785,AS28785 Asseco Data Systems S.A.,363
AS328171,AS328171 TREFOIL NETWORKS LTD,363
AS23141,AS23141 Doylestown Communications Inc,363
AS57119,AS57119 NAITWAYS SAS,362
AS46618,AS46618 Dery Telecom Inc.,362
AS47116,AS47116 Intellihome Tavkozlesi Szolgaltato Kft,362
AS198496,AS198496 PPHU DESIRE Damian Lipski,362
AS9528,AS9528 Taejon Institute of Education Science,362
AS34270,AS34270 Internet Connections Ltd,362
AS27272,AS27272 Q9 Networks Inc.,361
AS5416,AS5416 Bahrain Telecommunications Company (BATELCO) B.S.C.,361
AS11166,"AS11166 J2 Cloud Services, LLC ",361
AS18840,AS18840 EQUIPOS Y SISTEMAS S.A.,361
AS32577,AS32577 The Kroger Co.,361
AS134433,AS134433 REDSHIELD SECURITY LIMITED,361
AS35506,AS35506 INFORMATION SOCIETY S.A.,361
AS44385,AS44385 NA-NET Communications GmbH,361
AS34757,AS34757 Sibirskie Seti Ltd.,361
AS8386,AS8386 VODAFONE NET ILETISIM HIZMETLERI ANONIM SIRKETI,360
AS201597,AS201597 NE-iT Hosting BV,360
AS136193,"AS136193 Jingzhou, Hubei Province, P.R.China. ",360
AS395143,AS395143 Fire Mountain Gems and Beads Inc.,360
AS35383,AS35383 ZX Factory BV,360
AS12332,AS12332 PJSC Rostelecom,359
AS11288,AS11288 InfraDMS,359
AS22566,"AS22566 Maxcom Telecomunicaciones, S.A.B. de C.V. ",359
AS9824,AS9824 Jupiter Telecommunication Co. Ltd,359
AS19255,"AS19255 YOUR.ORG, INC. ",359
AS61049,AS61049 Exascale Limited,359
AS14851,AS14851 BANNER HEALTH,359
AS20924,AS20924 ICTeam S.p.A.,358
AS41046,AS41046 Nej.cz s.r.o.,358
AS21592,AS21592 Multi-View Inc.,358
AS26801,"AS26801 Zito Media, L.P. ",358
AS39545,AS39545 Fluidone Ltd.,358
AS204368,AS204368 Joerg Suenram trading as it NGO GmbH & Co. KG,358
AS12379,AS12379 ip4 GmbH,358
AS17233,AS17233 AT&T Enhanced Network Services,357
AS39934,AS39934 Roico Net Kft,357
AS12905,AS12905 ACS spol. s r. o.,357
AS64446,AS64446 Rohwerder Datasystems GmbH,357
AS9334,AS9334 iManila,357
AS25292,AS25292 Federal State Unitary Enterprise Russian State Television and Radio Broadcasting Company,357
AS54155,"AS54155 Green Cloud Technologies,LLC ",357
AS60503,AS60503 FNX Tecnologia LTDA,357
AS36820,"AS36820 TULIP SYSTEMS, INC. ",357
AS198978,AS198978 Alkante SAS,357
AS9080,AS9080 Ipex Ltd.,357
AS63740,AS63740 TOCDOSOVN-VN,357
AS7336,"AS7336 Green House Data, Inc. ",357
AS205524,AS205524 Rodam B.V.,356
AS209807,AS209807 BIP GROUP S A,356
AS35753,AS35753 Integrated Telecom Co. Ltd,356
AS13000,AS13000 Leon Sp. z o.o.,356
AS32186,"AS32186 FUJIFILM Manufacturing USA, Inc ",356
AS6203,"AS6203 The Nexus Group, Inc. ",356
AS27597,"AS27597 Siteserver, Inc. ",356
AS15267,AS15267 702 Communications,356
AS60490,AS60490 MTS PJSC,356
AS56480,AS56480 Power International-tyres Ltd.,356
AS38778,AS38778 PT. Dutakom Wibawa Putra,356
AS203877,AS203877 ASTRA TELEKOM DOO BEOGRAD,356
AS398397,AS398397 QuickCentralNetworks,356
AS54381,"AS54381 SACA Technologies, Inc. ",355
AS44558,AS44558 Netonline Bilisim Sirketi LTD,355
AS14001,AS14001 Vision Net Ltd,355
AS39782,AS39782 Rack Sphere Hosting S.A.,355
AS17140,"AS17140 CBRE, INC. ",355
AS14898,AS14898 Office Depot,355
AS49034,AS49034 Laudert GmbH + Co. KG,355
AS198146,AS198146 Michal Prokopiuk FHU MAJA,354
AS42622,AS42622 Teknik i Media Datacenter Stockholm AB,354
AS132448,AS132448 SolutionOne Pty Ltd,354
AS20972,AS20972 Officine Informatiche Srl,354
AS11691,"AS11691 Evocative, Inc. ",354
AS132161,AS132161 LAYERX CLOUD LIMITED,354
AS28885,AS28885 Oman Telecommunications Company (S.A.O.G),354
AS23734,AS23734 Netrouting Inc,354
AS394367,AS394367 System Lifeline Inc.,354
AS207415,AS207415 INTEGROS VIDEO LAYER LTD,354
AS49409,AS49409 DataOppdrag AS,353
AS15964,AS15964 CAMTEL,353
AS209684,AS209684 Action-digital LLC,353
AS29287,AS29287 Wien Energie GmbH,353
AS27768,AS27768 CO.PA.CO.,353
AS11620,AS11620 Succeed.Net,353
AS199796,AS199796 Mediahuis NV,353
AS10204,AS10204 Arcnet NTT MSC ISP,353
AS12061,"AS12061 24 Hour Fitness USA, Inc. ",352
AS31259,AS31259 Komsa Data & Solutions GmbH,352
AS21161,AS21161 Bechtle AG,352
AS12059,AS12059 Internet Light and Power Inc.,352
AS55920,AS55920 Elcom Technology Pty Ltd,352
AS26404,"AS26404 Integrated Network Technologies, Inc. ",352
AS25022,AS25022 TDM Group Limited,352
AS203882,AS203882 Altern8 SA,352
AS26306,AS26306 The Karcher Group Inc.,351
AS56737,AS56737 Stadtwerke Flensburg GmbH,351
AS50655,AS50655 Its Hosted,351
AS207992,AS207992 FEELB SARL,351
AS209741,AS209741 Toesegaran Shabakeh Arseh Novin Ltd,351
AS50481,AS50481 3S S.A.,351
AS16875,AS16875 AON Corporation,351
AS1641,"AS1641 Staples Contract & Commercial, Inc. ",351
AS15422,AS15422 PPR SA,351
AS39832,AS39832 Opera Software AS,351
AS43939,AS43939 Internetia Sp.z o.o.,350
AS41313,AS41313 NOVATEL EOOD,350
AS25774,AS25774 Better eSolution,350
AS56511,AS56511 GAMP Sp. z o.o.,350
AS131755,AS131755 PT Axarva Media Teknologi,350
AS6372,AS6372 DCANet,350
AS50821,AS50821 Stockholms Stadsnat AB,350
AS60227,AS60227 ContactLab SpA,350
AS41091,AS41091 ZL Rendszerhaz Kft.,349
AS18719,"AS18719 TSR Solutions, Inc. ",349
AS50000,AS50000 NET POUYESH SAMANEH PASARGAD ALVAND COMPANY(LTD),349
AS19008,"AS19008 Perry-Spencer Communications, Inc. ",349
AS1145,AS1145 SURFnet bv,349
AS12305,AS12305 G9Telecom S.A.,349
AS48849,AS48849 Sika Informationssysteme AG,349
AS52102,AS52102 Tribion B.V.,349
AS20794,"AS20794 ""EUR TEL - SOCIETA' A RESPONSABILITA' LIMITATA"" ",349
AS205814,AS205814 Fatma Turk Trading As Kirmizi Hosting,349
AS51110,AS51110 IDOM TECHNOLOGIES SAS,348
AS11598,AS11598 Recol,348
AS19337,AS19337 Negma Internet,348
AS46974,"AS46974 ServaxNet, LLC ",347
AS54105,AS54105 Second Street,347
AS57752,AS57752 NORMHOST SAS,347
AS20510,AS20510 Nexum Hungary Internet Service Provider Ltd.,347
AS11888,"AS11888 Television Internacional, S.A. de C.V. ",347
AS39819,AS39819 Optima Telecom Ltd.,347
AS18885,AS18885 M2ngage Telecommunications II Corp.,347
AS53370,AS53370 dotCOM host,347
AS30513,AS30513 DYNAMIC INTERNET,347
AS33846,AS33846 DATAPORT - Anstalt des oeffentlichen Rechts,347
AS15897,AS15897 Vodafone Telekomunikasyon A.S.,347
AS63061,"AS63061 Carlson Wagonlit Travel, Inc ",347
AS200709,AS200709 SIA Bighost.lv,347
AS19053,AS19053 Epic Information Solutions,347
AS200678,AS200678 ISP Alliance a.s.,346
AS37018,AS37018 Galaxy Backbone PLC,346
AS51551,AS51551 Capita Business Services Ltd,346
AS3680,"AS3680 Novell, Inc. ",346
AS57763,AS57763 SelfNet Internet Ges.m.b.H.,346
AS25128,AS25128 Hostway Deutschland GmbH,346
AS265794,AS265794 ARTIC TELECOM E.I.R.L,345
AS16700,AS16700 City of Thomasville Utilities,345
AS11799,AS11799 Clarksys Inc.,345
AS9834,AS9834 Trade Me Limited,345
AS61349,AS61349 MaxiTEL Telecom B.V.,344
AS43172,AS43172 GD.PL Sp. z o.o.,344
AS63779,"AS63779 JUSTPLAYER Co.,Ltd. ",344
AS206108,AS206108 Janex-Net Marek Jasinski,344
AS395526,AS395526 Regal Beloit Corporation,344
AS200740,AS200740 NTX Technologies s.r.o.,344
AS23028,AS23028 Team Cymru Inc.,344
AS28642,AS28642 Contato Internet EIRELI,343
AS21500,"AS21500 Scientific Production Enterprise ""Technaukservice"" Ltd ",343
AS47257,AS47257 Varnoff Ltd.,343
AS25817,AS25817 SMARTECH CORPORATION,343
AS48638,AS48638 Cronos NV,343
AS203053,AS203053 CLAUS WEB srl,343
AS49425,AS49425 Digital Realty (UK) Limited,342
AS13819,AS13819 INDIGITAL TELECOM,342
AS43854,AS43854 Studio Moderna d.o.o.,342
AS41661,AS41661 JSC ER-Telecom Holding,342
AS10685,AS10685 A5.COM,342
AS17639,AS17639 Converge ICT Solutions Inc.,342
AS209634,AS209634 Explorer Servizi S.R.L,341
AS205356,AS205356 SAP SE,341
AS10022,AS10022 Internet access for Datacom Systems Auckland,341
AS62656,AS62656 Cozaq,341
AS200583,AS200583 InfoCert S.p.A.,341
AS12753,AS12753 Teva Pharmaceutical Industries Limited,341
AS59892,AS59892 IT EcoServ SRL,340
AS28669,AS28669 America-NET Ltda.,340
AS46792,AS46792 The Light Plant Commission of the City of Paragould,340
AS15024,AS15024 Packetworks Inc.,340
AS53414,AS53414 CloudOps Inc.,340
AS200003,AS200003 TUEV NORD Service GmbH & Co KG,340
AS12660,AS12660 Sharif University Of Technology,340
AS28919,AS28919 Stadtwerke Kufstein GmbH,340
AS19165,AS19165 Webpass Inc.,339
AS11389,AS11389 Heritage Capital Corporation,339
AS13352,AS13352 Mark G. Thomas Consulting,339
AS27521,"AS27521 CATCOMM INTERNET SERCIVES, LLC ",339
AS60130,AS60130 Nexthop AS,339
AS131234,AS131234 AEDAS-HK,339
AS57265,AS57265 STORYBEL SNC,338
AS36441,AS36441 University of Georgia,338
AS198415,"AS198415 LTD ""Komplex-Info"" ",338
AS394868,AS394868 Loop Internet,338
AS35473,AS35473 MTS PJSC,338
AS3250,AS3250 Netskin GmbH,338
AS48958,AS48958 Grupo Baladig SL,338
AS42917,AS42917 Staempfli AG,338
AS53830,"AS53830 Online Tech, LLC ",338
AS328637,AS328637 Travelport Services (Kenya) Limited,338
AS28788,AS28788 Unilogic Networks B.V.,337
AS199029,AS199029 World Registry of Internet Domains LTD,337
AS204668,AS204668 ASTANA Technologies s.r.o.,337
AS9147,AS9147 Homaye Jahan Nama Co. ( Private Joint Stock),337
AS57193,AS57193 RUWEB-NN LLC,337
AS26286,"AS26286 ActiveServers, Inc ",337
AS200590,AS200590 NLS Kazakhstan LLC,337
AS199984,AS199984 Bilrom Bilisim ve Medya Hizmetleri Sanayi ve Ticaret A.S.,337
AS57607,AS57607 Haefele GmbH & Co KG,337
AS204672,AS204672 Stadtwerke Rhede GmbH,337
AS136192,"AS136192 Xiangyang, Hubei Province, P.R.China. ",336
AS17310,"AS17310 Point Broadband Fiber Holding, LLC ",336
AS15011,AS15011 Jaguar Communications,336
AS26244,AS26244 Bowling Green Municipal Utilities,336
AS56088,AS56088 PANDI - Pengelola Nama Domain Internet Indonesia,336
AS50031,AS50031 Zalaszam Informatika Kft.,336
AS3296,AS3296 Societe Generale S.A.,336
AS199408,AS199408 bol.com BV,336
AS47165,AS47165 Omskie kabelnye seti Ltd.,336
AS201924,AS201924 ENAHOST s.r.o.,336
AS15081,"AS15081 Cros.net, Inc. ",335
AS34427,AS34427 Comsenso BV,335
AS200820,AS200820 Benify AB,335
AS24624,AS24624 Oesia Networks SL,335
AS30682,AS30682 NCS Pearson Inc.,335
AS64102,AS64102 Oracle Corporation,335
AS201017,AS201017 Achmea Interne Diensten N.V.,335
AS33020,AS33020 SAFENET,334
AS7532,"AS7532 DigiCentre Company Limited, ",334
AS202120,AS202120 Comsave B.V.,334
AS12798,AS12798 Betvictor Limited,334
AS51656,AS51656 Best Telecom SRL,334
AS17213,AS17213 SUPERSAFECLOUD LLC,334
AS31669,AS31669 ScaleCity BVBA,333
AS28749,AS28749 MSC Mediterranean Shipping Company SA,333
AS57595,AS57595 Netlogic doo,333
AS23647,AS23647 Communications & Communicate Nepal Pvt Ltd,333
AS44099,AS44099 Claranet SASU,333
AS38,AS38 University of Illinois,333
AS8267,AS8267 Academic Computer Centre CYFRONET AGH,333
AS47820,AS47820 CEGID S.A.,333
AS38841,AS38841 kbro CO. Ltd.,333
AS16839,"AS16839 SERVICENOW, INC. ",332
AS136277,AS136277 NGE PTY LTD,332
AS10406,"AS10406 Tektronix, Inc. ",332
AS36590,AS36590 Emerson Electric Co.,332
AS37204,AS37204 Telone PVT Ltd,332
AS51918,AS51918 Cerberus Networks Ltd,332
AS48645,AS48645 Solvinity B.V.,332
AS204138,AS204138 REHAU AG + Co,332
AS17012,"AS17012 PayPal, Inc. ",332
AS21989,"AS21989 Spectrum Brands, Inc. ",331
AS14991,"AS14991 ElkhartNet, Inc ",331
AS263576,AS263576 SOPHUS INFORMACOES CADASTRAIS LTDA - EPP,331
AS24889,AS24889 Monzoon Networks AG,331
AS31287,AS31287 IPACCT CABLE Ltd,331
AS17480,AS17480 CANL,331
AS48350,AS48350 Zenvoo Sagl,331
AS14251,"AS14251 Multiple Lising Service of Long Island, Inc. ",331
AS42516,AS42516 Sovtest-Internet Limited Company,331
AS23409,AS23409 Focus on the Family,331
AS24247,AS24247 Internap Network Services,331
AS202161,AS202161 M&G INVESTMENT MANAGEMENT LIMITED,331
AS17877,"AS17877 NexG Co., LTD ",330
AS43451,AS43451 RadioLAN spol. s r.o.,330
AS51954,AS51954 Simpals SRL,330
AS22005,"AS22005 VWR International, LLC ",330
AS41691,AS41691 PJSC Rostelecom,330
AS54081,AS54081 Entreprise MMCM DATA inc.,330
AS396290,"AS396290 THE NIELSEN COMPANY (US), LLC ",330
AS25500,AS25500 Association of users of Ukrainian Research & Academic Network URAN,330
AS203191,AS203191 Internet Elephants LTD,330
AS22697,AS22697 Roblox,330
AS31357,AS31357 Limited Company Information and Consulting Agency,330
AS15502,AS15502 Vodafone Ireland Limited,329
AS19162,AS19162 The Moody Bible Institute of Chicago,329
AS15069,AS15069 Smith Bucklin & Associates Inc,329
AS42775,AS42775 ADWORLDS TECHNOLOGIES LP,329
AS12650,AS12650 Il Sole 24 Ore SpA,329
AS207729,AS207729 Oitis Com Oy,329
AS19180,AS19180 AMERICATEL PERU S.A.,329
AS25930,AS25930 Genesis Healthcare Corporation,329
AS8301,AS8301 Gibtelecom Ltd.,329
AS25100,AS25100 Non state educational institution Educational Scientific and Experimental Center of Moscow Institute of Physics and Technology,329
AS30620,"AS30620 APPLIED SYSTEMS, INC ",328
AS4628,AS4628 Pacific Internet Pte Ltd,328
AS39061,AS39061 Digital Technology ltd,328
AS61946,AS61946 Mob Soluções Tecnologicas LTDA ME,328
AS36223,AS36223 Spanish Fork City,328
AS196890,AS196890 Complex Computers sp. z o.o. sp. k.,328
AS199205,AS199205 Huemer Data Center GmbH,328
AS205081,AS205081 EasyDataHost S.L.,328
AS48309,AS48309 Ariana Gostar Spadana (PJSC),328
AS396426,AS396426 CyberOne Data LLC,328
AS134612,AS134612 PT Atria Teknologi Indonesia,328
AS46691,"AS46691 Green House Data, Inc. ",327
AS29164,AS29164 IOMART GROUP PLC,327
AS51074,AS51074 GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock),327
AS14792,"AS14792 DST Systems, Inc. ",327
AS35884,AS35884 SecureData 365,327
AS4269,AS4269 California Education and Research Federation Network,327
AS35146,AS35146 AB NET S.R.L.,327
AS34587,AS34587 Hillside (Technology) Ltd,327
AS49242,AS49242 Internet Union Spolka Akcyjna,327
AS9764,AS9764 Kakao Corp,327
AS262539,AS262539 DUNET LTDA,327
AS51720,AS51720 Fujitsu Technology Solutions GmbH,327
AS21451,AS21451 Banca Sella Holding S.p.A.,326
AS36731,AS36731 Server Cloud Canada Inc,326
AS12601,AS12601 Cegedim.Cloud SASU,326
AS30916,AS30916 Primetel PLC,326
AS11722,"AS11722 Westelcom Internet, Inc. ",326
AS198473,AS198473 KIKKENBORG FIBER & IT ApS,326
AS46231,AS46231 Watch Communications,326
AS17170,AS17170 McCain Foods Limited,326
AS53238,AS53238 Chapeco Tecnologia em Telecomunicações Ltda.,326
AS3853,AS3853 Whidbey Telephone Company,326
AS33554,AS33554 Neutral Data Centers Corp.,325
AS30914,AS30914 PIKSEL LIMITED,325
AS45486,AS45486 HostCorp Internet,325
AS42106,AS42106 Abelohost BV,325
AS14888,AS14888 First National Bank of Omaha,325
AS48304,AS48304 Digmia s.r.o.,325
AS9365,AS9365 its communications Inc.,325
AS197524,AS197524 CCNST Deutschland GmbH,325
AS41364,AS41364 CONSORZIO TOP IX - TORINO E PIEMONTE EXCHANGE POINT CC,325
AS57224,AS57224 reputatio AG,324
AS9821,AS9821 Department of Science and Technology,324
AS206799,AS206799 EPM Data AB,324
AS36050,AS36050 Fifth Third Bank,324
AS23184,AS23184 PERSONA COMMUNICATIONS INC.,324
AS210210,AS210210 Region Midtjylland,324
AS134224,AS134224 CLOUD SCALE LIMITED,324
AS54542,"AS54542 K-Data Systems, LLC ",324
AS6858,AS6858 Comlink Telecom Ltd.,324
AS200150,AS200150 Ember AB,324
AS262516,AS262516 Directweb Tecnologia em Informática Eireli,324
AS42189,AS42189 Druzstvo EUROSIGNAL,323
AS19855,AS19855 Masergy Communications,323
AS201868,AS201868 PROSOLUCE SAS,323
AS200991,AS200991 P-Pro's B.V.,323
AS11520,AS11520 Allstate Insurance Company,323
AS197685,AS197685 Jaguar Network SAS,323
AS41151,AS41151 Digital IT Consulting SRL,323
AS133731,AS133731 Xinyuan Interconnect (HK) Limited,323
AS34946,AS34946 WetterNet,323
AS19940,"AS19940 Ace Innovative Networks, Inc. ",323
AS50407,AS50407 Douglas Informatik & Service GmbH,323
AS61984,AS61984 Reseau Concept SARL,323
AS24319,AS24319 Akamai Technologies Tokyo ASN,323
AS132309,AS132309 6Y'S Pty Ltd,322
AS25482,AS25482 Private Enterprise Law Firm Status,322
AS263065,AS263065 DNSLINK SOLUÇÕES PARA INTERNET LTDA,322
AS10602,AS10602 The Diamond Lane,322
AS135107,AS135107 CLOUD SERVERS AUSTRALIA PTY LTD,322
AS40068,"AS40068 Neovera, Inc. ",322
AS61097,AS61097 Softcat Ltd,322
AS47105,AS47105 Dreamtorrent Corp,322
AS53829,AS53829 CTV Television Network Limited,322
AS201012,AS201012 KEH eCommerce LLC,322
AS6510,AS6510 Brigham Young University,322
AS205644,AS205644 Switch Datacenters Amsterdam 4 B.V.,322
AS199321,AS199321 Intesys Networking Srl,322
AS31595,AS31595 DATACENTRES LIMITED,321
AS200406,AS200406 Javid Berbid Mamasani Information Technology Company PJS,321
AS61395,AS61395 sysops Finland Oy,321
AS44865,AS44865 derStandard.at GmbH,321
AS6782,AS6782 InformationsTeknik i Norrbotten AB,321
AS20986,AS20986 Hebergement et Infogerance des Systemes d'informations SAS,321
AS25133,AS25133 LLC McLaut-Invest,321
AS20888,AS20888 Eniro AB,321
AS5523,AS5523 JSC CREDO-TELECOM,321
AS31129,AS31129 Miedzynarodowe Targi Poznanskie Sp. z o.o.,321
AS31017,AS31017 GMB Computers SRL,320
