Rank,ASN,Name,Country,Online,Offline,Average Reaction Time
1192,AS262586,AS262586 R4 Informatica Ltda,- BR,0,1,"1 day, 4 hours, 42 minutes"
1193,AS204595,AS204595 UP,- EE,0,2,"1 day, 4 hours, 47 minutes"
1194,AS32746,AS32746 READYTECHS,- US,0,7,"1 day, 4 hours, 55 minutes"
1195,AS135019,AS135019 AMARNETSYSTEM-AS-AP Amarnet System,- BD,0,1,"1 day, 4 hours, 56 minutes"
1196,AS205544,AS205544 LEASEWEB-UK-LON-11,- GB,0,19,"1 day, 4 hours, 58 minutes"
1197,AS1853,AS1853 ACONET ACOnet Backbone,- AT,0,1,"1 day, 5 hours, 1 minutes"
1198,AS265946,AS265946 SPEED CONECTE SERVICOS DE INTERNET L ... ,- BR,0,1,"1 day, 5 hours, 2 minutes"
1199,AS133936,AS133936 X86NETWORK-AS-AP X86 Network Sdn Bhd ... ,- MY,0,1,"1 day, 5 hours, 4 minutes"
1200,AS62710,AS62710 RACK911,- US,0,1,"1 day, 5 hours, 10 minutes"
1201,AS20910,AS20910 BALTKOM-AS,- LV,1,1,"1 day, 5 hours, 11 minutes"
1202,AS139659,AS139659 LUCID-AS-AP LUCIDACLOUD LIMITED,- HK,0,4,"1 day, 5 hours, 13 minutes"
1203,AS28347,AS28347 UNOTEL PARTICIPACOES S/A,- BR,0,1,"1 day, 5 hours, 14 minutes"
1204,AS264688,AS264688 RperezNet,- AR,0,3,"1 day, 5 hours, 14 minutes"
1205,AS49677,AS49677 MAEHDROS-AS,- BE,0,1,"1 day, 5 hours, 20 minutes"
1206,AS14270,AS14270 EAGLE-CA-1,- CA,0,1,"1 day, 5 hours, 22 minutes"
1207,AS265409,AS265409 RNET SERVICOS DE INTERNET LTDA,- BR,0,4,"1 day, 5 hours, 24 minutes"
1208,AS199417,AS199417 SERVERBASE,- CH,0,1,"1 day, 5 hours, 26 minutes"
1209,AS1741,AS1741 FUNETAS,- FI,0,9,"1 day, 5 hours, 31 minutes"
1210,AS52363,AS52363 Jumpnet Soluciones de Internet S.R.L ... ,- AR,0,8,"1 day, 5 hours, 34 minutes"
1211,AS27640,AS27640 GIGASNET-AS,- US,0,3,"1 day, 5 hours, 36 minutes"
1212,AS22639,AS22639 COOPTEL-AS-01,- CA,0,1,"1 day, 5 hours, 38 minutes"
1213,AS200108,AS200108 NEMO-AS,- IT,0,4,"1 day, 5 hours, 41 minutes"
1214,AS7774,AS7774 ALASKA,- US,0,1,"1 day, 5 hours, 43 minutes"
1215,AS39324,AS39324 MEDIAM-AS,- FI,0,4,"1 day, 5 hours, 48 minutes"
1216,AS43060,AS43060 IPLUS-AS,- UZ,0,6,"1 day, 5 hours, 54 minutes"
1217,AS9044,AS9044 SOLNET,- CH,0,18,"1 day, 5 hours, 54 minutes"
1218,AS41046,AS41046 NEJTV-AS,- CZ,0,4,"1 day, 6 hours, 2 minutes"
1219,AS17823,AS17823 THNIC-ASN-AP Thailand Network Inform ... ,- TH,0,1,"1 day, 6 hours, 5 minutes"
1220,AS6640,AS6640 CENTURYLINK-TIER3-CLOUD,- US,0,12,"1 day, 6 hours, 8 minutes"
1221,AS15344,AS15344 ASN15344-SLU,- LC,0,3,"1 day, 6 hours, 9 minutes"
1222,AS11174,AS11174 AS-ATHEN-1,- US,0,2,"1 day, 6 hours, 13 minutes"
1223,AS28229,AS28229 HARDONLINE LTDA,- BR,0,2,"1 day, 6 hours, 16 minutes"
1224,AS32444,AS32444 SAFELINK-MV,- US,0,1,"1 day, 6 hours, 17 minutes"
1225,AS28144,AS28144 G3 TELECOM,- BR,0,1,"1 day, 6 hours, 21 minutes"
1226,AS38019,AS38019 CMNET-V4TIANJIN-AS-AP tianjin Mobile ... ,- CN,0,5,"1 day, 6 hours, 22 minutes"
1227,AS53479,AS53479 AS-UPTIME,- CA,0,8,"1 day, 6 hours, 31 minutes"
1228,AS262466,AS262466 WNX TELECOM LTDA - ME,- BR,0,1,"1 day, 6 hours, 33 minutes"
1229,AS9658,AS9658 ETPI-IDS-AS-AP Eastern Telecoms Phil ... ,- PH,1,1,"1 day, 6 hours, 34 minutes"
1230,AS16262,AS16262 DATACHEAP-LLC-AS,- RU,0,155,"1 day, 6 hours, 39 minutes"
1231,AS15922,AS15922 QWEB-AS,- NL,0,7,"1 day, 6 hours, 41 minutes"
1232,AS48881,AS48881 DATA-NODE-AS,- RO,0,15,"1 day, 6 hours, 46 minutes"
1233,AS15817,AS15817 MITTWALD-AS Mittwald CM Service GmbH ... ,- DE,0,33,"1 day, 6 hours, 52 minutes"
1234,AS263066,AS263066 RVNet - R V PORTELA AGUIAR & CIA LTD ... ,- BR,0,1,"1 day, 6 hours, 57 minutes"
1235,AS132525,AS132525 CMNET-HEILONGJIANG-CN HeiLongJiang M ... ,- CN,1,5'643,"1 day, 6 hours, 58 minutes"
1236,AS38894,AS38894 MANAGENET-AS-AU-AP manageNET Pty Ltd ... ,- AU,0,1,"1 day, 7 hours, 0 minutes"
1237,AS61400,AS61400 NETRACK-AS,- RU,0,31,"1 day, 7 hours, 7 minutes"
1238,AS134331,AS134331 SLSPL-AS Smartlink Solutions Pvt. Lt ... ,- IN,0,14,"1 day, 7 hours, 16 minutes"
1239,AS58329,AS58329 RACKPLACE,- NL,0,222,"1 day, 7 hours, 16 minutes"
1240,AS39798,AS39798 MIVOCLOUD,- MD,0,199,"1 day, 7 hours, 17 minutes"
1241,AS38733,AS38733 CMCTELECOM-AS-VN CMC Telecom Infrast ... ,- VN,0,6,"1 day, 7 hours, 24 minutes"
1242,AS136643,AS136643 NETRAJ-AS-IN Net-raj Technology Pvt ... ,- IN,0,1,"1 day, 7 hours, 30 minutes"
1243,AS52381,AS52381 Sociedad Cooperativa Popular Limitad ... ,- AR,0,1,"1 day, 7 hours, 37 minutes"
1244,AS57687,AS57687 PERSIANTOOLS,- IR,0,2,"1 day, 7 hours, 38 minutes"
1245,AS12025,AS12025 IMDC-AS12025,- US,0,3,"1 day, 7 hours, 41 minutes"
1246,AS132535,AS132535 ABAWSPL-AS-AP ANTARIKSH BROADBAND AN ... ,- IN,2,10,"1 day, 7 hours, 44 minutes"
1247,AS12371,AS12371 AVENCY Kiebitzpohl 77,- DE,0,4,"1 day, 7 hours, 46 minutes"
1248,AS2108,"AS2108 CARNET-AS J.Marohnica 5, 10000 Zagre ... ",- HR,0,4,"1 day, 7 hours, 49 minutes"
1249,AS61055,AS61055 IRANHOST-AS,- IR,0,1'388,"1 day, 7 hours, 52 minutes"
1250,AS12180,AS12180 INTERNAP-2BLK,- AR,0,9,"1 day, 7 hours, 56 minutes"
1251,AS265251,AS265251 SONIC TELECOMUNICACOES LTDA ME,- BR,0,2,"1 day, 8 hours, 0 minutes"
1252,AS393457,AS393457 HCETELECOM,- CA,0,2,"1 day, 8 hours, 0 minutes"
1253,AS28201,AS28201 Companhia Itabirana Telecomunicacoes ... ,- BR,0,2,"1 day, 8 hours, 6 minutes"
1254,AS135225,AS135225 SMARTNET16-AS SMART NET INDIA PVT LT ... ,- IN,0,11,"1 day, 8 hours, 7 minutes"
1255,AS132056,"AS132056 SCICUBE-AS RM B, 2/F 88 KWAI CHEONG ... ",- HK,0,9,"1 day, 8 hours, 13 minutes"
1256,AS41652,AS41652 SAS-SHPV-FRANCE,- FR,0,1,"1 day, 8 hours, 16 minutes"
1257,AS32647,AS32647 CRUCIALWEBHOST,- US,0,1,"1 day, 8 hours, 20 minutes"
1258,AS42666,AS42666 EMBOU Embou Nuevas Tecnologias,- ES,0,1,"1 day, 8 hours, 20 minutes"
1259,AS41589,AS41589 LGTECH-AS,- GR,0,2,"1 day, 8 hours, 24 minutes"
1260,AS133159,AS133159 MAMMOTHMEDIA-AS-AP Mammoth Media Pty ... ,- AU,4,154,"1 day, 8 hours, 24 minutes"
1261,AS204196,AS204196 ABELOHOST,- NL,0,45,"1 day, 8 hours, 34 minutes"
1262,AS60592,AS60592 GRANSY Gransy s.r.o. http://gransy.c ... ,- CZ,0,1,"1 day, 8 hours, 39 minutes"
1263,AS61211,AS61211 SETCOR,- HR,0,7,"1 day, 8 hours, 39 minutes"
1264,AS47773,AS47773 NEWSYS-AS,- RU,0,1,"1 day, 8 hours, 40 minutes"
1265,AS203476,AS203476 GANDI-AS-2 Domain name registrar - h ... ,- FR,0,40,"1 day, 8 hours, 42 minutes"
1266,AS12993,AS12993 DEAC-AS,- LV,0,4,"1 day, 8 hours, 43 minutes"
1267,AS207143,AS207143 HOSTTECH-AS,- DE,0,8,"1 day, 8 hours, 46 minutes"
1268,AS25310,AS25310 ASN-CWACCESS,- GB,0,2,"1 day, 8 hours, 52 minutes"
1269,AS14754,AS14754 Telgua,- GT,2,3,"1 day, 9 hours, 0 minutes"
1270,AS8879,AS8879 DTS-SYSTEME DTS Systeme GmbH,- DE,0,3,"1 day, 9 hours, 5 minutes"
1271,AS198382,AS198382 FIRSTEASY-AS,- GB,0,2,"1 day, 9 hours, 7 minutes"
1272,AS37284,AS37284 Aljeel-net,- LY,0,1,"1 day, 9 hours, 12 minutes"
1273,AS50231,AS50231 SYRION-AS,- PL,0,1,"1 day, 9 hours, 13 minutes"
1274,AS137381,AS137381 IDNIC-DISKOMINFO-KABUPATEN-GROBOGAN- ... ,- ID,0,1,"1 day, 9 hours, 21 minutes"
1275,AS53133,AS53133 P & K Networks e Telecomunicacoes Lt ... ,- BR,0,96,"1 day, 9 hours, 21 minutes"
1276,AS205179,AS205179 VIRTUALDEPLOY,- ES,0,1,"1 day, 9 hours, 23 minutes"
1277,AS2018,AS2018 TENET-1,- ZA,0,2,"1 day, 9 hours, 35 minutes"
1278,AS63210,AS63210 FC2-INC-2,- US,0,3,"1 day, 9 hours, 38 minutes"
1279,AS47743,AS47743 IRE-NASU-AS,- UA,0,3,"1 day, 9 hours, 38 minutes"
1280,AS34359,AS34359 UA-LINK-AS,- UA,0,1,"1 day, 9 hours, 39 minutes"
1281,AS39650,AS39650 ATRINCOMMUNICATION,- IR,0,2,"1 day, 9 hours, 39 minutes"
1282,AS47843,AS47843 CWM-AS,- IR,0,4,"1 day, 9 hours, 42 minutes"
1283,AS5626,AS5626 ONI Internet Service Provider,- PT,0,2,"1 day, 9 hours, 49 minutes"
1284,AS44244,AS44244 IRANCELL-AS,- IR,0,1,"1 day, 9 hours, 50 minutes"
1285,AS51132,AS51132 ARKADEN,- SE,1,2,"1 day, 9 hours, 54 minutes"
1286,AS27325,AS27325 ZCOLO-AUS01,- US,0,7,"1 day, 10 hours, 0 minutes"
1287,AS12177,AS12177 ETS-TELEPHONE-COMPANY,- US,0,1,"1 day, 10 hours, 2 minutes"
1288,AS137341,AS137341 SOERABAIANETWORKS-AS-ID PT. Sigra Ad ... ,- ID,0,4,"1 day, 10 hours, 2 minutes"
1289,AS210200,AS210200 CLOUDLITE,- RU,0,5,"1 day, 10 hours, 3 minutes"
1290,AS8741,AS8741 RATIOKONTAKT,- DE,0,12,"1 day, 10 hours, 3 minutes"
1291,AS133905,AS133905 LAYER-AS Layerstack Limited,- SG,0,3,"1 day, 10 hours, 8 minutes"
1292,AS52511,AS52511 IRONSERVERS E.I.R.L,- CL,0,2,"1 day, 10 hours, 18 minutes"
1293,AS13238,AS13238 YANDEX,- RU,0,2,"1 day, 10 hours, 20 minutes"
1294,AS27837,AS27837 Dialnet de Colombia S.A. E.S.P.,- CO,0,1,"1 day, 10 hours, 26 minutes"
1295,AS43263,AS43263 SMARTSYSTEMS-AS,- RU,0,19,"1 day, 10 hours, 26 minutes"
1296,AS28890,AS28890 INSYS-AS INSYS ISP,- RU,0,12,"1 day, 10 hours, 33 minutes"
1297,AS200918,AS200918 ORELSOFT,- ES,0,2,"1 day, 10 hours, 35 minutes"
1298,AS12693,"AS12693 EDISCOM Am Kanal 4a, 14467 Potsdam",- DE,0,1,"1 day, 10 hours, 36 minutes"
1299,AS271164,AS271164 NORLEI FERNANDO BUHLER - ME,- BR,2,22,"1 day, 10 hours, 42 minutes"
1300,AS198479,AS198479 BPLAN,- ES,0,1,"1 day, 10 hours, 44 minutes"
1301,AS22927,AS22927 Telefonica de Argentina,- AR,0,4,"1 day, 10 hours, 47 minutes"
1302,AS28205,AS28205 Ibituruna TV por assinatura S/C Ltda ... ,- BR,0,26,"1 day, 10 hours, 52 minutes"
1303,AS30936,AS30936 RENET-COM-AS RENET COM Autonomous Sy ... ,- RU,0,2,"1 day, 10 hours, 52 minutes"
1304,AS30823,AS30823 COMBAHTON combahton GmbH,- DE,0,291,"1 day, 10 hours, 53 minutes"
1305,AS9353,"AS9353 MEDIAWARS MEDIAWARS co.,ltd.",- JP,0,3,"1 day, 10 hours, 55 minutes"
1306,AS137950,AS137950 NEERJA-AS-AP Neerja Softwares Pvt Lt ... ,- IN,0,9,"1 day, 10 hours, 58 minutes"
1307,AS44312,AS44312 MAS-ALL2ALL,- BE,4,2,"1 day, 10 hours, 59 minutes"
1308,AS53093,AS53093 VOAX TELECOM SERVICOS LTDA,- BR,0,3,"1 day, 11 hours, 5 minutes"
1309,AS40913,AS40913 QTS-SJC,- US,0,1,"1 day, 11 hours, 8 minutes"
1310,AS42244,AS42244 ESERVER,- RU,0,56,"1 day, 11 hours, 22 minutes"
1311,AS6719,AS6719 KNOPP-AS,- RU,0,8,"1 day, 11 hours, 22 minutes"
1312,AS134908,AS134908 IKONBROADBAND-AS-IN IKON BROADBAND P ... ,- IN,1,2,"1 day, 11 hours, 28 minutes"
1313,AS2852,AS2852 CESNET2,- CZ,0,3,"1 day, 11 hours, 33 minutes"
1314,AS6908,AS6908 DATAHOP Datahop - Six Degrees,- GB,0,2,"1 day, 11 hours, 36 minutes"
1315,AS34602,"AS34602 STARLINK-AS Moscow, Russia",- RU,0,2,"1 day, 11 hours, 41 minutes"
1316,AS2607,AS2607 SANET Slovak Academic Network,- SK,0,4,"1 day, 11 hours, 45 minutes"
1317,AS63876,AS63876 IDNIC-ISI-AS-ID Institut Seni Indone ... ,- ID,0,1,"1 day, 11 hours, 48 minutes"
1318,AS22769,AS22769 DDOSING-BGP-NETWORK,- US,1,6,"1 day, 12 hours, 1 minutes"
1319,AS263500,AS263500 Star Telecom S/A,- BR,0,7,"1 day, 12 hours, 2 minutes"
1320,AS205110,AS205110 NEXT-TV,- AL,0,5,"1 day, 12 hours, 7 minutes"
1321,AS60920,AS60920 NETCENTER-AS,- PL,0,1,"1 day, 12 hours, 10 minutes"
1322,AS49392,AS49392 ASBAXETN,- RU,0,292,"1 day, 12 hours, 19 minutes"
1323,AS28438,"AS28438 ATC HOLDING FIBRA MEXICO, S. DE R.L. ... ",- MX,0,1,"1 day, 12 hours, 19 minutes"
1324,AS30928,AS30928 RUBTSOVSK-AS,- RU,0,1,"1 day, 12 hours, 21 minutes"
1325,AS10299,AS10299 EMPRESAS MUNICIPALES DE CALI E.I.C.E ... ,- CO,0,1,"1 day, 12 hours, 24 minutes"
1326,AS58791,"AS58791 GMOOSK-NET GMO Internet,Inc",- JP,0,10,"1 day, 12 hours, 27 minutes"
1327,AS38744,AS38744 AONB-AS-AP AlwaysOn Network Banglade ... ,- BD,0,1,"1 day, 12 hours, 30 minutes"
1328,AS58909,AS58909 ISSPL-IN IBEE Software Solutions Pvt ... ,- IN,0,4,"1 day, 12 hours, 30 minutes"
1329,AS199753,AS199753 UDMEDIA-AS,- DE,0,1,"1 day, 12 hours, 36 minutes"
1330,AS44335,AS44335 NOCYO-AS,- DE,0,1,"1 day, 12 hours, 42 minutes"
1331,AS5438,AS5438 ATI-,- TN,0,5,"1 day, 12 hours, 43 minutes"
1332,AS44286,AS44286 XIP-AS,- AT,0,2,"1 day, 12 hours, 51 minutes"
1333,AS44062,AS44062 TESENE-AS,- IT,0,1,"1 day, 12 hours, 56 minutes"
1334,AS9790,AS9790 VOCUSGROUPNZ VocusGroup,- NZ,0,2,"1 day, 13 hours, 2 minutes"
1335,AS37203,AS37203 LIBTELCO,- LR,9,184,"1 day, 13 hours, 14 minutes"
1336,AS51219,AS51219 CROC_INC,- RU,0,57,"1 day, 13 hours, 18 minutes"
1337,AS1547,AS1547 IDK-NETWORK,- MD,0,1,"1 day, 13 hours, 19 minutes"
1338,AS137,AS137 ASGARR Consortium GARR,- IT,0,5,"1 day, 13 hours, 25 minutes"
1339,AS61272,AS61272 IST-AS,- LT,0,63,"1 day, 13 hours, 26 minutes"
1340,AS35130,AS35130 SFERANET-AS Sfera Networks s.r.l. - ... ,- IT,0,3,"1 day, 13 hours, 30 minutes"
1341,AS9762,AS9762 HCN-AS HYUNDAI COMMUNICATIONS NETWOR ... ,- KR,0,2,"1 day, 13 hours, 33 minutes"
1342,AS57311,AS57311 NEOHOST-AS,- RU,0,58,"1 day, 13 hours, 34 minutes"
1343,AS33139,AS33139 CANACA-210,- CA,2,2,"1 day, 13 hours, 37 minutes"
1344,AS61019,AS61019 MEDIABAY-ASIA-AS,- UZ,0,6,"1 day, 13 hours, 38 minutes"
1345,AS204650,AS204650 ERTEBATATESABETEAVAARVAND,- IR,1,7,"1 day, 13 hours, 42 minutes"
1346,AS15296,AS15296 CYBERA,- CA,0,1,"1 day, 13 hours, 45 minutes"
1347,AS60132,AS60132 ZOREOLE,- FR,0,2,"1 day, 13 hours, 54 minutes"
1348,AS198066,AS198066 LOADING,- ES,0,15,"1 day, 13 hours, 58 minutes"
1349,AS22860,AS22860 SERVICIOS INTERNET LTDA,- CL,0,4,"1 day, 14 hours, 1 minutes"
1350,AS16874,AS16874 SONDA S.A.,- CL,0,2,"1 day, 14 hours, 1 minutes"
1351,AS197518,AS197518 RACKMARKT,- ES,0,2,"1 day, 14 hours, 6 minutes"
1352,AS262372,AS262372 KNET PROVEDOR,- BR,0,2,"1 day, 14 hours, 7 minutes"
1353,AS25697,AS25697 UPCLOUDUSA,- US,0,12,"1 day, 14 hours, 15 minutes"
1354,AS24936,"AS24936 RIM2000M-AS 2, Odesskaya str.",- RU,0,275,"1 day, 14 hours, 17 minutes"
1355,AS58061,AS58061 SCALAXY-AS,- NL,0,46,"1 day, 14 hours, 19 minutes"
1356,AS41541,AS41541 SWEB-AS Serveisweb,- ES,0,4,"1 day, 14 hours, 22 minutes"
1357,AS35699,AS35699 ADAMOEU-AS Adamo Telecom Iberia S.A. ... ,- ES,0,4,"1 day, 14 hours, 25 minutes"
1358,AS57809,AS57809 SERVEURCOM,- FR,0,6,"1 day, 14 hours, 26 minutes"
1359,AS27865,AS27865 Tecnologia WorkOut S.A.,- AR,0,8,"1 day, 14 hours, 33 minutes"
1360,AS135391,AS135391 AOFEI-HK AOFEI DATA INTERNATIONAL CO ... ,- NL,10,3,"1 day, 14 hours, 34 minutes"
1361,AS56046,AS56046 CMNET-JIANGSU-AP China Mobile commun ... ,- CN,2,28,"1 day, 14 hours, 37 minutes"
1362,AS35174,AS35174 NFB-AS,- PL,0,9,"1 day, 14 hours, 39 minutes"
1363,AS47625,AS47625 UKHOST4U,- GB,2,13,"1 day, 14 hours, 43 minutes"
1364,AS12793,AS12793 A1-TELEKOM-AT A1 Telekom Austria AG,- AT,0,1,"1 day, 14 hours, 44 minutes"
1365,AS28271,AS28271 DataCorpore Servicos e Representacoe ... ,- BR,0,2,"1 day, 14 hours, 56 minutes"
1366,AS2118,AS2118 RELCOM-AS Relcom Group 19.02.2019 ,- RU,0,3,"1 day, 15 hours, 9 minutes"
1367,AS34086,AS34086 SCZN-AS,- DE,0,1,"1 day, 15 hours, 10 minutes"
1368,AS132298,AS132298 ADCL-AS-AP Antaranga Dot Com Ltd,- BD,0,2,"1 day, 15 hours, 12 minutes"
1369,AS14750,AS14750 SIERRA-TEL-INTERNET,- US,0,2,"1 day, 15 hours, 13 minutes"
1370,AS135815,AS135815 NETREXO-AS Netrexo Communications Pr ... ,- IN,0,1,"1 day, 15 hours, 17 minutes"
1371,AS49984,AS49984 TELCOM-UA-AS,- UA,0,2,"1 day, 15 hours, 37 minutes"
1372,AS53113,AS53113 Agyonet Ltda,- BR,0,1,"1 day, 15 hours, 37 minutes"
1373,AS50294,AS50294 ASVASHINT,- BY,0,1,"1 day, 15 hours, 42 minutes"
1374,AS43434,AS43434 CONTACTTV-AS,- RU,0,2,"1 day, 15 hours, 45 minutes"
1375,AS8422,AS8422 NETCOLOGNE,- DE,0,2,"1 day, 15 hours, 48 minutes"
1376,AS9299,AS9299 IPG-AS-AP Philippine Long Distance T ... ,- PH,4,27,"1 day, 15 hours, 53 minutes"
1377,AS48239,"AS48239 ITTV-AS Kiev, Ukraine",- UA,0,1,"1 day, 15 hours, 59 minutes"
1378,AS131735,AS131735 IDNIC-TNC-ID PT Telemedia Network Ca ... ,- ID,0,5,"1 day, 16 hours, 1 minutes"
1379,AS24186,AS24186 RAILTEL-AS-IN RailTel Corporation of ... ,- IN,6,77,"1 day, 16 hours, 3 minutes"
1380,AS37907,"AS37907 DIGIROCK DigiRock, Inc.",- JP,0,6,"1 day, 16 hours, 9 minutes"
1381,AS4594,AS4594 HKISL-ASN Internet Solutions Limited ... ,- HK,0,10,"1 day, 16 hours, 13 minutes"
1382,AS42018,AS42018 HOSTBASKET-BACKBONE,- BE,0,8,"1 day, 16 hours, 21 minutes"
1383,AS266761,AS266761 VICENTE CLAUDIO ORLANDO,- AR,0,3,"1 day, 16 hours, 22 minutes"
1384,AS262287,AS262287 Maxihost LTDA,- BR,0,8,"1 day, 16 hours, 24 minutes"
1385,AS59279,AS59279 IDNIC-RMI-AS-ID PT Raja Mitra Inform ... ,- ID,0,5,"1 day, 16 hours, 31 minutes"
1386,AS47452,AS47452 IMAX-AS -=Upstream Uztelecom=-,- UZ,0,2,"1 day, 16 hours, 35 minutes"
1387,AS210181,AS210181 OPEN6HOSTING,- ES,0,2,"1 day, 16 hours, 36 minutes"
1388,AS55229,AS55229 WSHOSTING,- US,0,1,"1 day, 16 hours, 41 minutes"
1389,AS16234,AS16234 STAYON,- NO,0,1,"1 day, 16 hours, 46 minutes"
1390,AS395679,AS395679 SAFESTORZ1,- US,0,2,"1 day, 16 hours, 50 minutes"
1391,AS9569,AS9569 HCNSEOCHOCATV-AS-KR SEOCHO CABLE SYS ... ,- KR,0,2,"1 day, 16 hours, 55 minutes"
1392,AS30475,AS30475 WEHOSTWEBSITES-COM,- US,0,23,"1 day, 16 hours, 56 minutes"
1393,AS5511,AS5511 OPENTRANSIT,- IL,0,1,"1 day, 16 hours, 58 minutes"
1394,AS4785,AS4785 XTOM-AS-JP xTom,- HK,0,1,"1 day, 16 hours, 58 minutes"
1395,AS21911,AS21911 UOL DIVEO S.A.,- BR,0,11,"1 day, 17 hours, 0 minutes"
1396,AS262364,AS262364 VIASATDIGITAL TELECOM LTDA,- BR,0,50,"1 day, 17 hours, 3 minutes"
1397,AS37671,AS37671 GLOBALNET-AS,- TN,0,3,"1 day, 17 hours, 5 minutes"
1398,AS132960,AS132960 MNET-AS Mukand Infotel Pvt Ltd.,- IN,0,4,"1 day, 17 hours, 8 minutes"
1399,AS198171,AS198171 HOSTING90 ===== UPSTREAM connectivit ... ,- CZ,0,28,"1 day, 17 hours, 15 minutes"
1400,AS5379,AS5379 MK-UKIM-1,- MK,0,1,"1 day, 17 hours, 19 minutes"
1401,AS25019,AS25019 SAUDINETSTC-AS,- SA,0,8,"1 day, 17 hours, 27 minutes"
1402,AS29446,AS29446 CHUNKYCHIPS-AS,- GB,0,3,"1 day, 17 hours, 30 minutes"
1403,AS25500,AS25500 NTUU-KPI-AS,- UA,2,1,"1 day, 17 hours, 33 minutes"
1404,AS12831,AS12831 TASK-AS,- PL,0,3,"1 day, 17 hours, 34 minutes"
1405,AS44566,AS44566 KDS-KABELNET KDS KabelNet BROADBAND ... ,- MK,0,1,"1 day, 17 hours, 36 minutes"
1406,AS31012,AS31012 DCM-AS Vipnet d.o.o.,- HR,0,2,"1 day, 17 hours, 42 minutes"
1407,AS262900,AS262900 ASAS SOLUCOES DE TELECOMUNICACOES LT ... ,- BR,0,1,"1 day, 17 hours, 45 minutes"
1408,AS61154,AS61154 INTEGRADESIGN,- PL,4,1,"1 day, 17 hours, 45 minutes"
1409,AS58593,AS58593 BLUECLOUD Shanghai Blue Cloud Techno ... ,- CN,0,8,"1 day, 17 hours, 45 minutes"
1410,AS135808,AS135808 FIBERZON-AS Fiberzone Communications ... ,- IN,0,4,"1 day, 17 hours, 49 minutes"
1411,AS57332,AS57332 TOM-NET-AS,- PL,0,34,"1 day, 17 hours, 49 minutes"
1412,AS39923,AS39923 AS-UNIXSOLUTIONS Unix-Solutions Netw ... ,- BE,3,2,"1 day, 17 hours, 51 minutes"
1413,AS30779,"AS30779 INETKR-AS Krivoy Rog, Ukraine",- UA,1,1,"1 day, 17 hours, 56 minutes"
1414,AS57713,AS57713 NEXT-AS,- MD,0,5,"1 day, 18 hours, 2 minutes"
1415,AS9022,AS9022 TWL-KOM-AS Donnersbergweg 4,- DE,0,2,"1 day, 18 hours, 2 minutes"
1416,AS40995,AS40995 SIBSET-NKZ-AS,- RU,0,2,"1 day, 18 hours, 4 minutes"
1417,AS8661,AS8661 PTK PTK IP/MPLS Network,- ME,0,6,"1 day, 18 hours, 4 minutes"
1418,AS134094,"AS134094 SERVERFIELD-AS Serverfield Co., Ltd. ... ",- LV,0,38,"1 day, 18 hours, 5 minutes"
1419,AS206854,AS206854 LESUNCO,- IR,0,2,"1 day, 18 hours, 9 minutes"
1420,AS21232,AS21232 GGAMAUR,- CH,0,2,"1 day, 18 hours, 13 minutes"
1421,AS48596,AS48596 INWX,- DE,0,2,"1 day, 18 hours, 19 minutes"
1422,AS59139,AS59139 WIFIKU-AS-ID PT Wifiku Indonesia,- ID,0,3,"1 day, 18 hours, 21 minutes"
1423,AS6718,AS6718 NAV NAV Communications,- RO,0,3,"1 day, 18 hours, 24 minutes"
1424,AS262313,AS262313 Internet Pinheirense Ltda - ME,- BR,0,2,"1 day, 18 hours, 32 minutes"
1425,AS28197,AS28197 EMPRESA DE TECNOLOGIA DA INFORMACAO ... ,- BR,0,5,"1 day, 19 hours, 11 minutes"
1426,AS200904,AS200904 FOXCLOUD,- NL,0,3,"1 day, 19 hours, 18 minutes"
1427,AS207002,AS207002 COPAHOST,- PT,0,12,"1 day, 19 hours, 21 minutes"
1428,AS62347,AS62347 MTS_VNOV Velikiy Novgorod branch,- RU,0,1,"1 day, 19 hours, 36 minutes"
1429,AS58400,AS58400 UNNES-AS-ID Universitas Negeri Semar ... ,- ID,0,1,"1 day, 19 hours, 37 minutes"
1430,AS197049,AS197049 ISBANDUROWSKI,- PL,0,2,"1 day, 19 hours, 51 minutes"
1431,AS209737,AS209737 AS209737,- TR,0,1,"1 day, 19 hours, 55 minutes"
1432,AS203004,AS203004 GLAVTEL,- RU,0,2,"1 day, 19 hours, 55 minutes"
1433,AS139718,AS139718 TORNADO3-AS-AP Tornado Networks (Pvt ... ,- PK,0,1,"1 day, 19 hours, 56 minutes"
1434,AS31305,AS31305 ALBA-ISP,- UA,0,3,"1 day, 20 hours, 0 minutes"
1435,AS24872,AS24872 MAGNUS-AS,- UA,0,1,"1 day, 20 hours, 2 minutes"
1436,AS263105,AS263105 Plugnet Informatica Ltda,- BR,0,2,"1 day, 20 hours, 7 minutes"
1437,AS262907,AS262907 AVATO TECNOLOGIA,- BR,0,4,"1 day, 20 hours, 14 minutes"
1438,AS208258,AS208258 ACCESS2IT,- NL,0,9,"1 day, 20 hours, 21 minutes"
1439,AS38589,AS38589 NIDA-AS-AP Education Network,- TH,0,1,"1 day, 20 hours, 23 minutes"
1440,AS134316,AS134316 WORLD-AS World Star Communication,- IN,1,17,"1 day, 20 hours, 29 minutes"
1441,AS24989,AS24989 IXEUROPE-DE-FRANKFURT-ASN Equinix Ge ... ,- DE,0,1,"1 day, 20 hours, 29 minutes"
